1 1005 1
1 1200 1
1 3054 1
1 3372 1
1 3373 1
1 4391 1
1 5378 1
1 5767 1
1 5978 1
1 7004 1
2 1343 1
2 1449 1
2 6185 1
3 647 1
3 704 1
3 1710 1
3 1829 1
3 2158 1
3 2354 1
4 471 1
4 719 1
4 1141 1
4 1177 1
4 1582 1
4 2300 1
4 2330 1
4 2712 1
4 2714 1
4 3554 1
4 4043 1
4 4110 1
4 5500 1
4 5501 1
4 5660 1
5 245 1
5 1550 1
5 1795 1
5 2349 1
5 2405 1
5 3385 1
5 3676 1
5 3989 1
5 4168 1
5 5811 1
5 7253 1
6 324 2
6 470 1
6 719 1
6 1052 1
6 1328 1
6 1526 1
6 1556 1
6 2328 1
6 2349 2
6 2486 1
6 3061 1
6 3255 1
6 3571 1
6 3630 1
6 3714 1
6 3794 1
6 4756 1
6 4901 1
6 4916 1
6 5140 1
6 5449 1
6 5546 1
6 5938 1
6 6060 1
6 6126 1
6 6179 1
6 6255 1
6 6258 1
7 1220 1
7 2037 1
7 4627 1
7 6258 1
7 6983 1
8 47 1
8 887 1
8 897 1
8 1914 1
8 1934 1
8 2813 1
8 4265 1
8 4559 1
8 4618 1
8 4688 1
8 5849 1
8 5866 1
8 6818 1
9 24 1
9 215 2
9 272 1
9 595 1
9 628 1
9 719 1
9 858 1
9 1184 2
9 1200 1
9 1220 1
9 1563 1
9 1746 1
9 1809 1
9 1810 1
9 1816 1
9 2004 1
9 2396 1
9 2639 1
9 2712 1
9 2782 1
9 2807 1
9 2860 1
9 3042 1
9 3270 1
9 3679 1
9 3794 1
9 3934 1
9 4078 1
9 4110 1
9 4252 1
9 4391 2
9 4396 1
9 4913 1
9 4944 1
9 5360 1
9 5561 2
9 5647 1
9 5828 1
9 6107 1
9 6507 2
9 6518 1
9 6978 1
9 7023 1
10 683 1
10 962 1
10 1024 1
10 1229 1
10 1796 1
10 2150 1
10 2242 1
10 2486 1
10 2794 1
10 2884 1
10 2920 1
10 3027 1
10 3366 1
10 3454 1
10 3676 1
10 3826 1
10 4079 1
10 4541 1
10 4778 1
10 4790 1
10 4901 1
10 4988 1
10 5472 1
10 5880 1
10 6577 1
10 6602 1
10 6838 1
10 6913 1
11 4110 1
11 4756 1
11 5551 1
12 858 1
12 3981 1
12 5554 1
12 5910 1
12 6124 1
12 7144 1
13 588 1
13 712 1
13 724 1
13 1200 1
13 1706 1
13 1741 1
13 1873 1
13 2290 1
13 3077 1
13 3243 1
13 3676 1
13 4131 1
13 4133 1
13 4135 1
13 4837 1
13 5242 1
13 5524 1
13 5836 1
13 6181 1
13 6302 1
13 6353 1
13 6518 1
13 6865 1
13 6983 1
13 7137 1
14 428 1
14 595 1
14 1010 1
14 1626 1
14 2150 1
14 2318 1
14 2329 1
14 2679 1
14 2815 1
14 4602 1
14 6173 3
14 6254 3
14 6467 2
14 7142 1
15 1177 1
15 2655 1
15 2657 1
15 4568 1
15 4971 1
15 5077 1
16 683 1
16 943 2
16 1184 1
16 1200 1
16 2730 1
16 3676 1
16 5445 1
16 5561 2
16 6126 2
16 6721 1
17 1644 1
17 1712 1
17 2053 1
17 2466 1
17 3255 1
17 3362 1
17 3503 2
17 4756 1
17 4873 1
17 4901 1
17 5356 1
17 6056 1
17 6060 1
18 683 1
18 962 1
18 1024 1
18 1229 1
18 1796 1
18 2150 1
18 2242 1
18 2486 1
18 2794 1
18 2884 1
18 2920 1
18 3027 1
18 3366 1
18 3454 1
18 3676 1
18 3826 1
18 4079 1
18 4541 1
18 4778 1
18 4790 1
18 4901 1
18 4988 1
18 5472 1
18 5880 1
18 6577 1
18 6602 1
18 6838 1
18 6913 1
19 1168 3
19 1322 1
19 1339 1
19 1870 1
19 2298 1
19 2405 1
19 2890 1
19 3028 1
19 3061 1
19 3471 1
19 3524 1
19 4916 1
19 5418 1
19 5554 2
19 6013 3
19 6126 1
20 905 1
20 909 1
20 2339 1
20 3241 1
20 3650 1
20 3843 1
20 5491 1
20 5492 1
20 6131 1
20 6432 2
20 7028 1
21 683 1
21 1162 1
21 1177 1
21 1277 1
21 1398 1
21 1508 1
21 1706 1
21 1860 1
21 1998 1
21 2290 2
21 4193 1
21 4509 1
21 4723 1
21 4965 1
21 5551 2
21 5680 1
21 5730 1
21 6053 1
21 6905 1
21 6978 1
21 7017 1
22 952 1
22 1020 1
22 1542 1
22 2633 1
22 2920 1
22 3061 1
22 3429 1
22 3920 1
22 4212 1
22 4391 1
22 4578 1
22 4630 1
22 5010 1
22 5574 1
22 6913 1
22 7116 1
22 7178 1
23 28 1
23 784 1
23 1139 1
23 1554 1
23 3439 1
23 3676 1
23 6978 1
23 7235 1
24 495 2
24 1044 1
24 1448 2
24 1550 1
24 1552 1
24 1556 1
24 2404 1
24 2920 1
24 3990 1
24 4005 1
24 4006 1
24 4144 1
24 4152 1
24 4391 2
24 4562 1
24 4673 1
24 4674 1
24 4873 1
24 5010 1
24 5378 1
24 5508 1
24 5558 1
24 5561 1
24 5634 1
24 5660 2
24 6256 1
24 6438 1
24 6542 1
24 6918 1
24 6983 2
24 6986 1
25 586 1
25 683 2
25 982 1
25 2783 3
25 3647 1
25 3677 1
25 4029 1
25 4158 1
25 4246 1
25 4509 1
26 1184 1
26 1200 1
26 1794 1
26 1898 1
26 2228 1
26 2549 1
26 2920 1
26 4044 1
26 4108 1
26 4756 1
26 4901 1
26 5010 1
26 5074 1
26 5194 1
26 5554 1
26 5699 1
26 5831 1
26 5990 1
26 6181 1
26 6955 1
26 7084 1
27 357 1
27 698 1
27 823 1
27 824 1
27 1053 1
27 1200 1
27 1554 1
27 2113 2
27 2194 1
27 2294 3
27 2780 1
27 2817 1
27 2864 1
27 2990 2
27 3426 1
27 3558 1
27 3666 1
27 4224 1
27 4553 1
27 4897 1
27 5511 1
27 5558 3
27 5561 3
27 5980 1
27 6163 1
27 6202 2
27 6248 1
27 6492 1
27 6661 1
27 6849 1
27 6916 1
27 6991 1
28 394 1
28 586 1
28 683 1
28 871 1
28 1198 1
28 1473 1
28 1710 1
28 2395 1
28 2533 1
28 2936 1
28 3007 1
28 3204 1
28 3682 1
28 4006 1
28 4722 1
28 6576 1
28 6580 1
28 7135 1
29 683 1
29 863 1
29 969 1
29 1065 1
29 1870 1
29 2607 1
29 3377 1
29 3676 2
29 4994 1
29 5171 1
29 5370 1
29 5508 1
29 6193 1
30 493 2
30 588 1
30 863 1
30 931 1
30 980 1
30 1053 1
30 1829 2
30 2504 2
30 2813 1
30 3061 3
30 3163 3
30 3828 1
30 4415 3
30 4540 1
30 4731 1
30 4790 1
30 4901 1
30 4994 1
30 5051 1
30 5483 1
30 5585 2
30 5660 1
30 6126 1
30 6169 1
30 6501 1
30 6826 1
30 6907 3
30 7057 1
31 238 1
31 253 1
31 858 1
31 863 1
31 1063 1
31 1829 1
31 4252 1
31 6470 1
31 7180 1
32 1055 1
32 1110 1
32 1184 1
32 1667 1
32 2084 1
32 2113 1
32 3666 1
32 4516 1
32 5558 1
32 5935 1
32 6131 1
33 399 1
33 1346 1
33 1367 1
33 3042 1
33 3560 1
33 4078 1
33 4314 1
33 5010 1
33 5305 1
33 5561 1
33 5994 1
33 6290 1
33 7144 1
34 683 1
34 1376 1
34 1554 1
34 1626 1
34 1892 1
34 3255 1
34 3942 1
34 4509 1
34 4892 1
34 4901 1
34 5415 1
34 5844 1
34 6039 1
34 6813 1
34 6954 1
34 6986 1
35 399 1
35 694 1
35 1177 1
35 1384 1
35 2252 1
35 2990 1
35 3491 1
35 4182 1
35 4697 1
35 4896 1
35 5546 1
35 5561 1
35 6188 1
35 6213 1
35 7005 1
36 812 1
36 1152 2
36 1200 1
36 1815 1
36 2116 1
36 3027 1
36 3558 1
36 3572 1
36 3682 1
36 4509 1
36 4873 1
36 6248 1
36 6700 1
36 6936 2
36 6986 1
36 7084 1
37 404 1
37 425 1
37 724 1
37 1005 1
37 3061 1
37 3241 2
37 3243 1
37 3554 1
37 3795 1
37 4494 1
37 5938 1
37 6206 1
37 6293 1
37 7014 1
37 7149 1
38 212 1
38 684 1
38 711 7
38 1192 1
38 1478 1
38 1712 1
38 2433 1
38 3278 1
38 3905 1
38 5660 1
38 5938 3
38 5981 1
38 6641 1
38 6727 1
38 6978 2
38 7128 1
38 7231 1
39 425 1
39 552 1
39 1005 1
39 1065 1
39 2399 2
39 2408 2
39 2506 1
39 2607 1
